,ideal answer,students answer,lable
1163,plebiscite direct vote people country express opinion particular issue usually national importance,plebiscite type vote select group people allowed participate deciding particular matter,partially correct
1164,china lowwage countries attracted foreign investment multinational corporations mncs due combination factors abundant cheap labor favorable government policies large growing consumer markets improving infrastructure geographical proximity major markets,one key factors made china lowwage countries attractive destinations foreign investment mncs availability cheap labor well government incentives tax breaks subsidies additionally countries offered access large growing consumer markets appealing companies looking expand global reach,correct
1165,mahatma gandhis experiences south africa played pivotal role shaping adoption satyagraha strategy india time south africa 1893 1914 gandhi faced racial discrimination injustice firsthand fueled commitment fighting social justice equality south africa gandhi first used nonviolent resistance tool resist oppressive laws asiatic registration act black act gandhis successful campaigns 1913 march poll tax 1914 strike indian miners demonstrated effectiveness satyagraha mobilizing people achieving political change upon return india gandhi applied principles satyagraha mobilize masses british colonial rule movements noncooperation movement civil disobedience movement quit india movement gandhi led indian independence struggle using nonviolent resistance central strategy satyagraha emphasis truth nonviolence became powerful tool galvanizing indian masses building united front colonial oppression gandhis adoption satyagraha india paved way indias independence 1947 also inspired anticolonial struggles worldwide leaders martin luther king jr nelson mandela aung san suu kyi drew inspiration gandhis nonviolent resistance tactics fights injustice oppression principles satyagraha proven relevant beyond gandhis time place serving timeless universal tool promoting social justice challenging oppressive systems,mahatma gandhis experiences south africa significantly influenced adoption satyagraha strategy india time south africa gandhi exposed harsh realities colonialism racial discrimination deeply impacted worldview activism gandhis experiences south africa particularly struggles discriminatory laws policies led develop satyagraha method resistance injustice upon return india gandhi applied principles satyagraha various movements british colonial rule campaigns like salt march quit india movement gandhi mobilized indian masses challenge british authority nonviolent means success movements demonstrated power satyagraha uniting people bringing political change gandhis adoption satyagraha india played crucial role countrys independence struggle also inspired anticolonial movements parts world leaders nelson mandela martin luther king jr drew inspiration gandhis philosophy nonviolence fights oppression principles satyagraha continue resonate globally tool promoting social justice challenging oppressive systems,partially correct
1166,emergence european trading companies particularly british east india company india 17th 18th centuries significantly disrupted traditional export trade network established centuries european companies driven pursuit commercial interests actively sought gain control lucrative trade routes monopolize trade valuable commodities spices textiles precious metals decline old ports like surat masulipatnam calicut previously flourished patronage local rulers integral traditional trade network direct consequence growing colonial power european companies actively undermined ports either diplomatic pressure using military might establish trading outposts ports simultaneously new ports bombay mumbai madras chennai calcutta kolkata emerged major trading hubs direct control european companies ports strategically located developed facilitate export indian goods import european products consolidating colonial grip trade shift trade patterns rise new ports reflected growing political economic dominance european powers particularly british region traditional trade networks nurtured sustained local rulers merchants disrupted new colonialcentric trade system imposed ultimately benefiting european companies expense local economies traditional trade practices,arrival european trading companies dutch east india company british east india company india 17th 18th centuries significant impact traditional export trade network established many years companies driven desire commercial gain sought gain control lucrative trade routes monopolize trade valuable commodities like spices textiles precious metals decline old ports like surat masulipatnam calicut previously flourished patronage local rulers integral traditional trade network direct result growing colonial power european companies used various tactics including diplomatic pressure military might undermine ports establish trading outposts ports time new ports bombay mumbai madras chennai calcutta kolkata emerged major trading hubs direct control european companies ports strategically located developed facilitate export indian goods import european products consolidating colonial grip trade shift trade patterns rise new ports reflected growing political economic dominance european powers particularly british dutch region however important note traditional trade networks completely abandoned local rulers merchants continued play role albeit diminished one trade activities,partially correct
1167,soviet government introduced method centralized economic planning known fiveyear plans plans set specific goals industrial agricultural production fiveyear period designed rapidly industrialize country,soviet government relied free market system economic planning development allowing businesses industries operate independently without government intervention,incorrect
1168,english parliament played crucial role formation nationstate england center establishing limitations monarchical power promoting rule law representing interests people system checks balances,english parliament contributed formation nationstate england center passing key legislation bill rights 1689 limited power monarchy established parliamentary sovereignty,correct
1169,phases disunity inner conflict within nationalist movement characterized internal power struggles ideological differences personal rivalries among key leaders gandhi nehru subhas chandra bose jinnah conflicts often revolved around differing approaches achieving independence favoring nonviolent civil disobedience others advocated militant actions additionally regional interests caste divisions fragmented movement making unity difficult maintain overall divisions hindered effectiveness nationalist movement delayed goal independence british rule,phases disunity inner conflict within nationalist movement influenced power struggles among leaders like gandhi nehru well ideological differences proponents nonviolent resistance advocating aggressive tactics divisions complicated nationalist movement impeded efforts present united front british colonial rule however factors communal tensions economic disparities also played role fragmenting movement,partially correct
1170,shivaji maharajs policy towards trade merchants emphasized creating conducive environment commerce reducing taxes encouraging trade partnerships ensuring safety trade routes promoted economic growth establishing market towns providing infrastructure trading activities,shivaji maharaj specific policy towards trade merchants primarily focused military conquests expanding kingdom paying little attention economic matters,incorrect
1171,one factor contribute collective identity common culture among diverse peoples living within territories habsburg empire significant ethnic linguistic religious diversity population empire home wide array ethnic groups including germans hungarians czechs poles romanians croats serbs slovaks italians others distinct cultural traditions languages diversity made challenging foster sense unity common identity among various groups within empire,one main factors prevented formation collective identity common culture among diverse peoples living within territories habsburg empire presence strong central government imposed uniform set cultural values practices subjects topdown approach cultural assimilation stifled expression diverse cultural traditions contributed sense resentment alienation among different ethnic groups within empire,incorrect
1172,feudal system society estates marked deep inequalities injustices fueled growing discontent among common people feudal system hierarchical social structure based control land subjugation serfs peasants nobility society estates rigid social hierarchy divided people distinct classes different rights privileges obligations nobility comprising first estate enjoyed immense wealth power privileges peasants formed third estate burdened heavy taxes forced labor limited rights second estate consisting clergy also held significant power wealth often siding nobility exploiting common people stark inequality oppression lower classes led widespread resentment discontent peasants faced harsh living conditions meager wages arbitrary taxation denied basic rights representation bourgeoisie middle class gained economic power trade industry also chafed constraints feudal system lack political influence growing dissatisfaction feudal system society estates coupled influence enlightenment ideas promoting liberty equality individual rights ultimately contributed outbreak revolutionary movements french revolution sought overthrow existing social order establish equitable society,feudal system society estates largely equitable little discontent among common people feudal system hierarchical social structure provided order stability class fulfilling designated role responsibilities nobility part first estate held privileged position due leadership protection realm peasants forming third estate granted land resources exchange labor taxes reasonable necessary functioning society clergy comprising second estate played crucial spiritual role often mediated disputes classes ensuring fairness justice may minor grievances feudal system society estates generally maintained social harmony balance common people largely accepted assigned roles harbor significant discontent desire revolutionary change,incorrect
1173,end world war ii contributed process decolonization weakening european colonial powers increasing global support independence movements colonized territories newly independent nations faced challenges establishing stable governments rebuilding wartorn economies navigating postwar power dynamics,end world war ii 1950 resulted consolidation european colonial empires suppression independence movements colonized territories newly independent nations faced challenges increased economic dependency colonial powers limited access resources political instability caused foreign intervention,incorrect
1174,directory weak ineffective government plagued corruption financial mismanagement public unrest b faced several internal uprisings external threats including royalist insurrection war second coalition undermined authority c military victories napoleon bonaparte italy egypt elevated popularity influence within french army among people coup 18 brumaire november 1799 napoleon seized power directory establishing first consul eventually emperor france,directory highly successful stable government enjoyed widespread public support b napoleon bonapartes military campaigns largely unsuccessful contribute rise power c french people strongly opposed idea military dictatorship actively resisted napoleons coup royalist insurrections external wars directory period significant impact political climate france,incorrect
1175,allegory nation refers representation nation character symbol literary work conveying deeper meanings representing collective ideals values struggles nation,allegory nation term used describe geography country literature focusing physical landscapes boundaries,incorrect
1176,sambhaji maharaj son shivaji maharaj faced death courage bravery captured aurangzebs forces subjected extreme torture never surrender compromise values despite knowing death inevitable sambhaji maharaj remained defiant last breath refusing bow captors unwavering courage determination face adversity left lasting legacy heroism sacrifice,sambhaji maharaj met end great courage strength despite taken prisoner opposing force enduring harsh conditions remained true values refused give unwavering resolve face death serves example resilience determination,partially correct
1177,decline old ports like surat hoogly led shift maritime trade india rise new ports like bombay calcutta resulted increased economic activity leading ports becoming important commercial centers bombay emerged major port cotton trade calcutta became hub jute tea shift also played crucial role industrialization india new ports facilitated transport raw materials finished goods,decline old ports like surat hoogly resulted shift maritime trade patterns india rise new ports like bombay calcutta led increased economic activity regions bombay became prominent port cotton trade calcutta emerged key hub jute tea development new ports significant impact economy india contributing industrial growth,partially correct
1178,reactions local populations conquered areas french rule varied significantly initial enthusiasm often giving way subsequent hostility many cases french forces initially arrived new territory local population welcomed liberators oppressive corrupt local rulers promise french ideals liberty equality fraternity well potential economic social reforms fueled initial enthusiasm however time passed many locals became disillusioned french rule imposition heavy taxes forced conscription french army suppression local customs traditions contributed growing resentment hostility towards french additionally many local populations felt marginalized excluded positions power influence new colonial administration leading feelings alienation disenchantment ultimately shift initial enthusiasm subsequent hostility attributed combination broken promises harsh policies perceived cultural political domination french pattern changing attitudes towards french rule evident numerous colonies algeria vietnam madagascar played significant role shaping dynamics colonial resistance struggle independence,reactions local populations conquered areas french rule characterized mix initial enthusiasm subsequent hostility upon arrival french forces many locals welcomed potential liberators oppressive corrupt local rulers ideals liberty equality fraternity espoused french republic resonated segments population leading sense hope positive change however initial enthusiasm often gave way disillusionment realities french colonial rule set heavy taxation forced conscription cultural assimilation policies contributed growing resentment among local population additionally exclusion indigenous voices positions power authority colonial administration fueled feelings marginalization alienation,correct
1179,storming bastille pivotal event french revolution fueled combination factors firstly people feared kings troops seen threat revolutionary cause search arms also driving force people sought weapons defend newfound liberties additionally bastille held symbolic significance representation oppressive monarchy fall signified peoples triumph ancien régime,storming bastille spontaneous act violence carried mob disgruntled citizens underlying political symbolic motivation behind attack people simply angry lashed fortress easy target fear kings troops search arms symbolic significance bastille played role event,incorrect
1180,belgium germany united states became new colonial powers late nineteenth century combination economic motivations technological advancements desire expand influence globally,belgium germany united states became new colonial powers late nineteenth century military conquests establishment colonies africa asia seeking increase wealth influence,partially correct
1181,ideology refers set beliefs values principles shape individuals groups understanding world guide actions decisions,ideology system ideas ideals especially one forms basis economic political theory policy,correct
1182,person joined hands emperor sambhaji maharaj aurangzeb mughal emperor sambhaji maharaj retaliated refusing surrender mughals leading fierce battle marathas mughal forces despite outnumbered sambhaji maharaj put valiant fight eventually captured executed aurangzeb,shivaji maharaj joined hands emperor sambhaji maharaj sambhaji maharaj retaliated resisting combined forces shivaji maharaj emperor however eventually defeated captured leading tragic consequences maratha empire,partially correct
1183,social basis frankfurt parliament eventually eroded due lack support ruling monarchs german states growing divisions among liberal conservative factions within assembly,social basis frankfurt parliament eroded influence foreign powers betrayal key members within assembly,incorrect
1184,morning 14 july 1789 large crowd gathered streets paris frustrated years food shortages high taxes unresponsive monarchy crowd sought arm seizing weapons gunpowder bastille,fateful morning 14 july 1789 tensions high streets paris discontented parisians rallied together driven frustration food scarcity oppressive taxes unresponsive monarchy crowd sought acquire weapon,correct
1185,conventions legislation 1794 abolish slavery french overseas possessions significant milestone global movement slavery marked first time major colonial power taken steps abolish practice slavery within territories decision influenced ideals french revolution championed rights man principles liberty equality fraternity however progress shortlived napoleon bonaparte upon seizing power 1799 reintroduced slavery french colonies 1802 decision primarily driven economic considerations plantation owners colonial elites exerted pressure napoleon reinstate highly profitable slavebased economy reintroduction slavery napoleon major setback abolitionist movement demonstrated entrenched interests resistance change within colonial system also highlighted fragility earlier abolition decree lacked strong enforcement mechanism faced fierce opposition powerful economic interests,conventions decision abolish slavery french overseas possessions 1794 pioneering step towards eventual global eradication inhumane practice reflected revolutionary ideals liberty equality fraternity heart french revolution however significant progress reversed 1802 napoleon bonaparte driven economic interests pressure plantation owners reintroduced slavery french colonies reversal underscored powerful forces sought maintain status quo challenges faced abolitionist movement also exposed limitations original abolition decree lacked robust enforcement mechanisms faced fierce opposition entrenched colonial interests reintroduction slavery napoleon major setback abolitionist cause also galvanized continued efforts end dehumanizing practice,correct
1186,napoleon bonaparte played significant role spreading ideas nationalism revolutionary principles across territories conquered various regions europe imposed revolutionary laws institutions promoted values liberty equality fraternity example implemented napoleonic code established legal equality protection property rights additionally abolished feudal privileges supported meritocracy enabling individuals rise social status based abilities rather birthright napoleon also encouraged national identity among subjects promoting use french language education culture established satellite states kingdoms within empire government french influence fostering sense nationalism among diverse populations despite eventual defeat fall empire legacy napoleons reforms continued influence european nationalism 19th century,throughout rule napoleon bonaparte worked spread ideas nationalism revolutionary principles territories control implementing reforms napoleonic code emphasized legal equality private property rights sought promote values french revolution additionally napoleons conquests establishment satellite states helped disseminate ideas across europe rule ultimately ended defeat impact nationalism revolutionary thought significant shaping political landscape europe decades come,correct
1187,outbreak 1905 revolution russia result confluence social economic political factors brewing decades one primary catalysts declining living standards industrial workers particularly major cities like st petersburg rapid industrialization urbanization russia late 19th century led overcrowding poor working conditions stagnant wages fueling discontent among proletariat another significant factor dismissal workers putilov iron works st petersburg 1905 january 3 thousands workers putilov plant went strike demanding better working conditions higher wages managements response dismiss striking workers served inflame tensions however event truly ignited revolution bloody sunday incident january 22 1905 day peaceful procession workers led father georgy gapon approached winter palace st petersburg present petition tsar nicholas ii instead receiving petition imperial troops opened fire unarmed protesters killing wounding hundreds civilians act brutal violence peaceful demonstrators outraged russian people sparked series strikes protests uprisings across country,1905 revolution russia primarily triggered bloody sunday incident imperial troops fired upon peaceful demonstration workers st petersburg event left numerous civilians dead wounded outraged russian public sparked widespread protests strikes across country however roots revolution traced back poor living working conditions faced industrial workers russias rapidly industrializing cities low wages long hours overcrowded housing fueled discontent among working class setting stage unrest additionally dismissal workers putilov iron works st petersburg thousands workers went strike demanding better conditions added fuel fire contributed escalation tensions,partially correct
1188,liberalnationalists played crucial role criticizing new conservative order advocating freedom press fundamental pillar democratic society believed free press essential holding government accountable promoting transparency safeguarding individual liberties challenging censorship advocating right express dissenting opinions liberalnationalists helped create inclusive pluralistic political environment demand freedom press ensuring circulation diverse ideas opinions also promoting principle government transparency accountability ultimately liberalnationalists advocacy free press laid foundation modern democratic norms values shaping trajectory political discourse many countries around world,liberalnationalists played role criticizing new conservative order advocating freedom press means promote democratic values hold government accountable believed free press essential ensuring transparency protecting individual liberties challenging censorship pushing greater press freedom liberalnationalists sought create open inclusive political environment diverse viewpoints could expressed demand freedom press rooted belief vibrant media landscape crucial upholding democratic principles preventing government abuse power,partially correct
1189,sant tukaram 17thcentury indian poetsaint played significant role bhakti movement composed devotional poetry known abhanga emphasized love devotion lord vithoba teachings promoted social harmony religious tolerance,sant tukaram revered poetsaint made significant contributions varkari movement spreading teachings bhakti devotion abhanga poetry dedicated lord vithoba,correct
1190,conservative ideology prevailed europe 1815 known concert europe aimed restore traditional monarchies maintain balance power established congress vienna conservatives believed importance preserving traditional institutions monarchy aristocracy church viewing crucial maintaining order stability society wary rapid modernization industrialization fearing changes would disrupt social hierarchy lead chaos conservatives also emphasized value upholding values religion hierarchy duty overall sought maintain status quo prevent radical changes could threaten established order,liberal ideology prevailed europe 1815 emphasized importance radical social political changes liberals sought overthrow traditional institutions monarchy aristocracy promoting rapid modernization industrialization believed individual rights democracy free market capitalism means achieve progress prosperity conservative powers europe britain france germany resisted liberal ideas sought maintain status quo,incorrect
1191,culture played significant role development nationalist ideas providing sense shared identity history language traditions helped unite people quest independence selfdetermination,nationalist ideas mainly driven political figures military leaders strategized organized movements without much regard cultural influences,incorrect
1192,indian textiles held prominent position international market age machine industries due exquisite craftsmanship intricate designs highquality materials famous indian cotton fabrics muslin calico chintz highly sought traders dignitaries around world textiles known vibrant colors intricate patterns soft texture making symbol luxury wealth demand indian textiles europe middle east southeast asia helped establish india major player global textile trade,indian textiles renowned international market age machine industries quality designs fabrics like muslin calico chintz popular choices traders dignitaries various parts world intricate patterns vibrant colors indian textiles contributed popularity europe middle east southeast asia demand indian textiles helped country establish strong foothold global textile trade,partially correct
1193,western europe pattern landholding medieval period characterized presence feudalism feudalism social economic system land held lords exchange loyalty military service peasants worked land paid taxes form crops labor system allowed nobility large estates power peasants terms condition peasantry often lived poverty heavily reliant land survival limited rights subject whims nobility eastern central europe hand different pattern landholding conditions peasantry regions system serfdom prevalent serfdom form feudalism peasants bound land limited freedom nobility control peasants labor peasantry eastern central europe often lived harsh conditions little opportunity social mobility,medieval period landholding western europe characterized capitalism land privately owned peasants free work land pleased condition peasantry western europe prosperous ample opportunities economic growth social mobility hand eastern central europe landholding system based socialism collective ownership land state peasantry regions enjoyed high standard living equal rights opportunities success,incorrect
1194,confrontation dattaji shinde ahmad shah abdali buradi ghat took place 1760 third battle panipat dattaji shinde leading maratha forces bravely fought ahmad shah abdalis afghan army fierce battle ultimately resulted marathas suffering significant defeat,confrontation dattaji shinde ahmad shah abdali buradi ghat significant event third battle panipat dattaji shinde led maratha forces ahmad shah abdalis troops unfortunately marathas faced defeat battle,partially correct
1195,great depression significant impact united states causing widespread bank failures due economic collapse led loss savings many americans triggering financial crisis,great depression minimal impact united states banks experiencing temporary setbacks overall banking system remained largely unaffected time,incorrect
1196,gathering front town hall motivated recent decision made local government raise property taxes community members properly informed increase felt voices heard result came together peacefully protest decision demand transparency elected officials,gathering front town hall motivated recent decision made local government increase parking fees downtown area community members caught guard sudden change felt need express concerns frustrations wanted make sure opinions considered final decisions made,correct
1197,jallianwalla bagh massacre took place april 13 1919 amritsar india british troops command colonel reginald dyer fired upon crowd unarmed indian civilians gathered peaceful protest hundreds killed many injured aftermath massacre saw widespread outrage condemnation sparking wave antibritish sentiment fueling indian independence movement,jallianwalla bagh massacre happened amritsar india british troops fired upon gathering indian protesters april 13 1919 resulting significant number casualties aftermath event led increased tensions british colonial authorities indian population,partially correct
1198,satyagraha meaning soul force truth force powerful tool used mahatma gandhi india mobilize various segments society challenge oppressive systems british colonial rule gandhis strategy nonviolent resistance effectively united people different social economic religious backgrounds also inspired sense unity solidarity among masses one key strengths satyagraha ability galvanize ordinary citizens able participate movement without resorting violence inclusivity allowed mass mobilization people may otherwise involved political activism additionally satyagraha forced british authorities confront injustice rule nonviolent resistance highlighted moral superiority indian peoples cause method mass agitation ultimately played significant role indias struggle independence culminating end british colonial rule 1947,mahatma gandhis satyagraha method mass agitation india significant impact mobilizing various segments society challenging oppressive systems nonviolent resistance gandhi able rally people different backgrounds join movement british colonial rule use civil disobedience peaceful protests helped highlight injustices colonial rule inspired sense unity among indians however satyagraha successful mobilizing masses garnering international attention also faced challenges government repression internal divisions within movement despite obstacles satyagraha ultimately played key role indias struggle independence paved way future movements nonviolent resistance,partially correct
1199,sadashivraobhau believed marathas played crucial role protecting india foreign invasions internal conflicts demonstrating military prowess strategic leadership,sadashivraobhau emphasized importance marathas safeguarding india external threats maintaining internal stability military strength administrative skills,correct
1200,sant tukaram 17th century marathi saint said thrown scriptural text river indrayani symbolic act devotion humility event symbolic belief importance inner spirituality outward displays religious knowledge,according popular stories sant tukaram threw bhagavad gita manuscript river indrayani statement rigid religious practices rituals act emphasized belief simplicity purity spiritual devotion,correct
1201,helmuths father feared germanys surrender would face consequences due involvement resistance nazi regime worried arrested interrogated possibly sentenced prison even executed antinazi activities,following germanys surrender helmuths father feared would targeted authorities resistance efforts nazi regime concerned potential arrest interrogation punishment involvement activities opposed nazi government,correct
1202,late 1920s indian politics heavily influenced several key factors one significant events simon commission 1927 sparked widespread protests due allbritish composition led demand swaraj selfrule rise indian national congress leadership figures like mahatma gandhi jawaharlal nehru also played crucial role shaping political landscape additionally emergence radical movements like hindustan socialist republican association fueled antibritish sentiments calls independence,late 1920s saw indian politics shaped various factors including impact simon commission rejection indians due lack indian representation led call complete independence british rule indian national congress leaders like mahatma gandhi jawaharlal nehru also played pivotal role mobilizing masses advocating selfrule nonviolent means,correct
1203,authorities silesia responded weavers revolt heavy hand using force suppress uprising revolt took place 1844 weavers silesia protested exploitative working conditions low wages imposed factory owners response authorities mobilized military crush rebellion leading violent crackdown weavers consequence revolt many weavers arrested injured even killed violent clashes authorities use force served exacerbate tensions weavers factory owners leading prolonged period unrest region ultimately weavers revolt highlighted deepseated issues social inequality economic exploitation plagued silesia time,authorities silesia responded weavers revolt 1855 using force suppress uprising weavers protesting harsh working conditions low wages faced violent crackdown authorities resulting arrests injuries among rebel group consequences revolt significant fueled discontent among weavers exacerbated conflict workers factory owners use force authorities worsened situation leading prolonged period unrest silesia,partially correct
1204,sant surdas member royal family mewad composed devotional verses rajasthani gujarati languages poetry renowned spiritual depth poetic elegance,sant surdas prominent member royal family mewad known composing devotional verses rajasthani gujarati poetry celebrated spiritual themes artistic quality,correct
1205,mahatma gandhis philosophy satyagraha translates truth force soul force based principles truth nonviolence power persuasion gandhi believed truth ultimate reality adhering truth individuals could bring social political change nonviolence ahimsa another key principle satyagraha emphasized power love compassion resolving conflicts gandhi believed nonviolence sign weakness powerful force could transform oppressors bring lasting peace additionally gandhis method persuasion involved actively engaging opponents dialogue civil disobedience noncooperation order challenge unjust laws systems satyagraha played significant role indian freedom struggle british colonial rule gandhi first employed satyagraha south africa early 20th century fight racial discrimination injustice later utilized principles india mobilize masses british rule movements salt march quit india movement noncooperation movement gandhi followers demonstrated power satyagraha achieving independence peaceful means satyagraha inspired indian people resist oppression also influenced freedom movements around world including civil rights movement united states led martin luther king jr,mahatma gandhis philosophy satyagraha based principles truth nonviolence power persuasion gandhi believed importance truth ultimate reality used nonviolent resistance ahimsa means bring social political change peaceful protests civil disobedience gandhi sought challenge oppressive systems laws order achieve justice freedom satyagraha played significant role indian freedom struggle british colonial rule gandhi employed satyagraha movements salt march quit india movement mobilize masses fight independence acts civil disobedience nonviolent resistance gandhi inspired millions indians join struggle freedom satyagraha without challenges setbacks ultimately proved powerful tool fight colonial oppression india,partially correct
1206,conservative forces responded liberal movements 1848 actively working suppress military intervention political repression,conservative forces responded liberal movements 1848 supporting joining liberal movements fight democracy reform,incorrect
1207,groups condemned bolshevik uprising organized troops fight include white army mensheviks socialist revolutionaries groups opposed bolsheviks revolutionary tactics fought russian civil war,groups condemned bolshevik uprising organized troops fight white army mensheviks socialist revolutionaries groups vehemently bolsheviks revolutionary actions engaged combat russian civil war oppose,correct
1208,socialist ideas began spread europe mid19th century gaining momentum publication communist manifesto karl marx friedrich engels 1848 spread socialist ideals advanced formation international workingmens association 1864 advocating workers rights social equality,socialist ideas widely embraced europe early 18th century leading establishment socialist governments various countries end century early proponents socialism john locke jeanjacques rousseau laid foundation socialist movement swept europe,incorrect
1209,decline old ports like surat hoogly led shift maritime trade india rise new ports like bombay calcutta resulted increased economic activity leading ports becoming important commercial centers bombay emerged major port cotton trade calcutta became hub jute tea shift also played crucial role industrialization india new ports facilitated transport raw materials finished goods,decline old ports like surat hoogly impact indias maritime trade rise new ports like bombay calcutta merely coincidence result significant economic changes ports never played crucial role commercial activities india influence industrialization process way shift port dominance old new ports consequences countrys economy,incorrect
1210,factor binding diverse groups within habsburg empire together ruling family habsburgs provided sense continuity stability,factor binding diverse groups within habsburg empire together common language facilitated communication understanding among different ethnicities,incorrect
1211,lenin proposed rename russian social democratic labour party communist party,lenin suggested renaming russian social democratic labour party communist party,correct
1212,forced recruitment rural areas postwar period india devastating social consequences many families lost breadwinners war effort resulting increased poverty hardship additionally crop failures exacerbated situation leading widespread famine malnutrition factors combined create sense anger despair amongst population people struggled survive face adversity social fabric rural communities torn apart families torn apart due forced recruitment traditional support networks crumbled pressure crop failures combination factors contributed cycle hardship suffering lasted years war,forced recruitment rural areas postwar period india negative social consequences many young men forcibly taken away families join military causing emotional distress economic hardship loved ones resulting absence men left void many households leading increased poverty struggles survive additionally crop failures compounded situation failed harvests meant food shortages hunger many rural communities factors contributed widespread anger hardship among affected population grappled challenges rebuilding lives postwar,partially correct
1213,1917 russias armies suffered approximately 33 million casualties world war countrys involvement war taken heavy toll soldiers civilians leading widespread discontent ultimately contributing downfall tsarist regime,1917 russian armies suffered around 33 million casualties world war staggering number included killed wounded soldiers well prisoners war high casualty rate placed tremendous strain russian military fueled dissatisfaction ultimately led russian revolution,correct
1214,invention refrigerated ships revolutionized trade perishable foods like meat allowing items transported long distances without spoiling opening new markets increasing availability fresh produce worldwide,invention refrigerated ships impact trade perishable foods like meat still difficult transport items long distances without spoilage,incorrect
1215,marathas offered stiff resistance aurangzeb south india defend independence led shivaji later successors marathas able challenge mughal empires expansion deccan region guerrilla tactics superior knowledge terrain strong leadership allowed hold aurangzebs forces significant period time,marathas main group resisted aurangzeb south india protect independence led prominent figures shivaji employed guerrilla warfare tactics displayed remarkable courage face overwhelming mughal forces efforts played crucial role preventing complete subjugation region aurangzeb demonstrating strength resolve defend autonomy,partially correct
1216,cultural symbols played pivotal role shaping nationalist sentiment india late 19th early 20th centuries concept bharat mata mother india emerged personification nation representing sacred land people idea popularized bankim chandra chattopadhyays novel anandamath 1882 portrayed bharat mata mother figure called upon sons rise oppression image bharat mata often depicted saffronclad woman holding flag symbols struck chord masses became powerful rallying point nationalist movement similarly tricolour flag saffron white green stripes ashokan chakra became emblem indian nationalism first conceived freedom fighters like sachindra prasad bose bhikaji cama early 20th century flags design drew inspiration various religious cultural traditions representing diversity india unifying nation common symbol act hoisting tricolour flag became defiant gesture colonial rule instilling sense pride unity among indian populace bharat mata tricolour flag powerful cultural symbols transcended regional linguistic religious boundaries appealing collective consciousness indian people served rallying cries inspiring patriotism sacrifice determination achieve freedom british colonial rule,cultural symbols like bharat mata tricolour flag played crucial role shaping nationalist sentiment india late 20th early 21st centuries concept bharat mata mother india emerged personification nation representing sacred land people idea popularized rabindranath tagores novel gora 1910 portrayed bharat mata mother figure calling upon sons rise oppression image bharat mata often depicted saffronclad woman holding flag symbols struck chord masses became powerful symbol nationalist movement similarly tricolour flag saffron white blue stripes ashokan chakra became emblem indian nationalism first conceived freedom fighters like bal gangadhar tilak bipin chandra pal late 19th century flags design drew inspiration various cultural religious traditions representing diversity india unifying nation common symbol act hoisting tricolour flag became defiant gesture colonial rule instilling sense pride unity among indian people bharat mata tricolour flag powerful cultural symbols transcended regional linguistic religious boundaries appealing collective consciousness indian people served rallying cries inspiring patriotism sacrifice determination achieve freedom british colonial rule,partially correct
1217,workers quarters factories petrograd mainly located industrial districts vyborg kolomna,workers quarters factories petrograd predominantly situated industrial zones like vyborg kolomna,correct
1218,varied aspirations expectations among different groups classes played crucial role shaping complexity nationalist movement indian national congress led figures like mahatma gandhi jawaharlal nehru aimed independence social reform radical groups like ghadar party sought extreme approach additionally demands peasants workers women added layers complexity movement highlighting diverse needs interests within indian society differing perspectives often led internal conflicts disagreements illustrating challenges faced uniting nation one common goal,nationalist movement india shaped varied aspirations expectations different societal groups adding complexity struggle independence indian national congress led figures like gandhi nehru advocated peaceful resistance social reform whereas radical groups like ghadar party pushed aggressive tactics additionally demands peasants workers women economic social justice complicated nationalist cause conflicting goals interests within movement often led internal divisions disagreements highlighting challenges achieving unity fight british colonial rule,partially correct
1219,reactions local populations conquered areas french rule varied significantly initial enthusiasm often giving way subsequent hostility many cases french forces initially arrived new territory local population welcomed liberators oppressive corrupt local rulers promise french ideals liberty equality fraternity well potential economic social reforms fueled initial enthusiasm however time passed many locals became disillusioned french rule imposition heavy taxes forced conscription french army suppression local customs traditions contributed growing resentment hostility towards french additionally many local populations felt marginalized excluded positions power influence new colonial administration leading feelings alienation disenchantment ultimately shift initial enthusiasm subsequent hostility attributed combination broken promises harsh policies perceived cultural political domination french pattern changing attitudes towards french rule evident numerous colonies algeria vietnam madagascar played significant role shaping dynamics colonial resistance struggle independence,local populations conquered areas universally embraced french rule open arms welcoming colonial authorities benevolent saviors oppressive native rulers french administrations policies modernization development met widespread support enthusiasm leading improved social economic conditions colonies local populations happily assimilated french culture society willingly adopting french customs traditions little resistance hostility towards french rule colonial subjects viewed french enlightened benefactors ushering new era progress prosperity,incorrect
